Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
COPS5	1	0	0	0	0	0	0	0	0	1	1	1
COPS7B	0	0	1	0	0	0	0	0	0	1	1	1
COQ6	0	0	0	0	0	1	0	0	0	1	1	1
COQ8A	0	0	0	0	0	0	0	1	0	1	1	1
CORO1B	0	0	0	0	1	0	0	0	0	1	1	1
CORO2A	0	0	0	0	1	0	0	0	0	1	1	1
CORO7	0	0	0	0	1	0	0	0	0	1	1	1
COX11	0	0	0	0	1	0	0	0	0	1	1	1
COX17	0	0	0	0	0	0	1	0	0	1	1	1
COX7A2	0	0	0	0	1	0	0	0	0	1	1	1
CPA2	0	0	0	0	1	0	0	0	0	1	1	1
CPA6	0	0	0	0	1	0	0	0	0	1	1	1
CPB1	0	0	0	0	0	1	0	0	0	1	1	1
CPEB3	0	1	0	0	0	0	0	0	0	1	1	1
CPLANE1	0	0	0	0	1	0	0	0	0	1	1	1
CPLX1	0	0	0	0	1	0	0	0	0	1	1	1
CPNE1	0	0	0	0	0	0	0	1	0	1	1	1
CPNE3	0	0	0	0	1	0	0	0	0	1	1	1
CPNE5	0	0	0	0	1	0	0	0	0	1	1	1
CPSF2	0	0	0	0	0	1	0	0	0	1	1	1
CPSF7	0	0	0	0	1	0	0	0	0	1	1	1
CPT1A	0	0	0	0	0	1	0	0	0	1	1	1
CPT1B	1	0	0	0	0	0	0	0	0	1	1	1
CPXCR1	0	0	0	0	1	0	0	0	0	1	1	1
CPZ	0	0	0	0	1	0	0	0	0	1	1	1
CR1L	0	0	0	0	1	0	0	0	0	1	1	1
CRAMP1	0	0	0	0	1	0	0	0	0	1	1	1
CRAT	0	0	0	0	0	1	0	0	0	1	1	1
CREB3L4	0	0	0	0	1	0	0	0	0	1	1	1
CREBRF	0	0	0	0	1	0	0	0	0	1	1	1
CREBZF	0	0	0	0	1	0	0	0	0	1	1	1
CREM	0	0	0	0	1	0	0	0	0	1	1	1
CRHR2	0	0	0	0	1	0	0	0	0	1	1	1
CRISP1	0	0	0	0	1	0	0	0	0	1	1	1
CRISP2	0	0	0	0	1	0	0	0	0	1	1	1
CRISP3	0	0	0	0	0	0	0	1	0	1	1	1
CRNKL1	0	0	0	0	1	0	0	0	0	1	1	1
CROCC	0	0	0	0	1	0	0	0	0	1	1	1
CRPPA	0	0	0	0	1	0	0	0	0	1	1	1
CRTAC1	1	0	0	0	0	0	0	0	0	1	1	1
CRYBB2	0	0	0	0	1	0	0	0	0	1	1	1
CRYBG3	0	0	0	0	1	0	0	0	0	1	1	1
CRYZ	0	0	0	0	1	0	0	0	0	1	1	1
CSAG1	1	0	0	0	0	0	0	0	0	1	1	1
CSDE1	1	0	0	0	0	0	0	0	0	1	1	1
CSE1L	0	0	0	0	1	0	0	0	0	1	1	1
CSF1R	0	0	0	0	1	0	0	0	0	1	1	1
CSF2RB	0	0	0	0	1	0	0	0	0	1	1	1
CSNK1A1	0	0	0	0	1	0	0	0	0	1	1	1
CSNK1G1	0	0	0	0	1	0	0	0	0	1	1	1
CSNK1G2	0	0	0	0	0	1	0	0	0	1	1	1
CSNK1G3	0	0	0	0	1	0	0	0	0	1	1	1
CSPG4	0	0	0	0	1	0	0	0	0	1	1	1
CSRNP1	0	0	0	0	1	0	0	0	0	1	1	1
CSRNP2	0	0	0	0	1	0	0	0	0	1	1	1
CST11	0	1	0	0	0	0	0	0	0	1	1	1
CST5	0	0	0	0	1	0	0	0	0	1	1	1
CST9L	0	0	0	0	1	0	0	0	0	1	1	1
CSTF2T	0	0	0	0	1	0	0	0	0	1	1	1
CTAGE6	0	0	0	0	1	0	0	0	0	1	1	1
CTBP1	0	0	0	0	1	0	0	0	0	1	1	1
CTC1	0	0	0	0	1	0	0	0	0	1	1	1
CTCF	0	0	0	0	1	0	0	0	0	1	1	1
CTCFL	0	0	0	0	1	0	0	0	0	1	1	1
CTDSPL2	0	0	0	0	0	1	0	0	0	1	1	1
CTH	0	0	0	0	1	0	0	0	0	1	1	1
CTNNAL1	0	0	0	0	0	1	0	0	0	1	1	1
CTNNB1	0	0	0	0	1	0	0	0	0	1	1	1
CTNS	0	0	0	0	1	0	0	0	0	1	1	1
CTSH	0	0	0	0	1	0	0	0	0	1	1	1
CTSS	0	0	0	0	1	0	0	0	0	1	1	1
CTSV	0	0	0	0	1	0	0	0	0	1	1	1
CUEDC1	0	0	0	0	1	0	0	0	0	1	1	1
CUL2	0	0	0	0	1	0	0	0	0	1	1	1
CUTA	0	0	0	0	1	0	0	0	0	1	1	1
CUZD1	0	0	0	0	1	0	0	0	0	1	1	1
CWC15	0	0	0	0	1	0	0	0	0	1	1	1
CWC27	0	0	1	0	0	0	0	0	0	1	1	1
CXADR	1	0	0	0	0	0	0	0	0	1	1	1
CXCL1	0	0	0	0	1	0	0	0	0	1	1	1
CXCL11	0	0	0	0	1	0	0	0	0	1	1	1
CXCR4	0	0	0	0	1	0	0	0	0	1	1	1
CXCR6	0	0	0	0	1	0	0	0	0	1	1	1
CXXC4	0	1	0	0	0	0	0	0	0	1	1	1
CXorf21	0	0	0	0	1	0	0	0	0	1	1	1
CXorf38	0	0	0	0	1	0	0	0	0	1	1	1
CXorf66	0	0	0	0	1	0	0	0	0	1	1	1
CYB561A3	0	0	0	0	1	0	0	0	0	1	1	1
CYB5R1	0	0	0	0	1	0	0	0	0	1	1	1
CYB5R2	0	0	0	0	0	1	0	0	0	1	1	1
CYB5R3	0	0	0	0	1	0	0	0	0	1	1	1
CYB5R4	0	0	0	0	1	0	0	0	0	1	1	1
CYB5RL	0	0	0	0	1	0	0	0	0	1	1	1
CYFIP1	1	0	0	0	0	0	0	0	0	1	1	1
CYLC1	0	0	0	0	1	0	0	0	0	1	1	1
CYLD	0	0	0	0	1	0	0	0	0	1	1	1
CYP11A1	0	0	0	0	1	0	0	0	0	1	1	1
CYP17A1	0	0	0	0	1	0	0	0	0	1	1	1
CYP1A2	0	0	0	0	1	0	0	0	0	1	1	1
CYP1B1	1	0	0	0	0	0	0	0	0	1	1	1
CYP27C1	0	0	0	0	1	0	0	0	0	1	1	1
CYP2A6	0	0	0	0	1	0	0	0	0	1	1	1
CYP2B6	0	0	0	0	1	0	0	0	0	1	1	1
CYP2C19	0	0	0	0	1	0	0	0	0	1	1	1
CYP2E1	0	0	0	0	1	0	0	0	0	1	1	1
CYP2R1	0	0	0	0	1	0	0	0	0	1	1	1
CYP2W1	0	0	0	0	1	0	0	0	0	1	1	1
CYP3A7	0	0	0	0	0	1	0	0	0	1	1	1
CYP4A22	1	0	0	0	0	0	0	0	0	1	1	1
CYP4B1	0	0	0	0	1	0	0	0	0	1	1	1
CYP4F2	0	0	0	0	1	0	0	0	0	1	1	1
CYSLTR1	0	0	0	0	1	0	0	0	0	1	1	1
CYTH3	0	0	0	0	1	0	0	0	0	1	1	1
DAAM1	0	0	0	0	1	0	0	0	0	1	1	1
DAAM2	0	0	0	0	1	0	0	0	0	1	1	1
DAB1	0	0	0	0	1	0	0	0	0	1	1	1
DACT1	0	0	0	0	1	0	0	0	0	1	1	1
DAGLA	0	0	0	0	1	0	0	0	0	1	1	1
DAP3	0	0	0	0	1	0	0	0	0	1	1	1
DAPK3	0	0	0	0	1	0	0	0	0	1	1	1
DARS1	0	0	0	0	0	0	0	1	0	1	1	1
DBF4B	0	0	0	0	1	0	0	0	0	1	1	1
DBI	0	0	0	0	0	0	0	1	0	1	1	1
DBNL	0	0	0	0	1	0	0	0	0	1	1	1
DBR1	1	0	0	0	0	0	0	0	0	1	1	1
DCAF1	0	1	0	0	0	0	0	0	0	1	1	1
DCAF4	0	0	0	0	1	0	0	0	0	1	1	1
DCAF4L1	0	0	0	0	1	0	0	0	0	1	1	1
DCAF5	0	0	0	0	1	0	0	0	0	1	1	1
DCAF7	0	0	0	0	1	0	0	0	0	1	1	1
DCAF8L1	0	0	0	0	1	0	0	0	0	1	1	1
DCLRE1B	0	0	0	0	1	0	0	0	0	1	1	1
DCN	0	0	0	0	1	0	0	0	0	1	1	1
DCP1B	0	0	0	0	0	1	0	0	0	1	1	1
DCP2	0	0	0	0	1	0	0	0	0	1	1	1
DCST1	0	0	0	0	1	0	0	0	0	1	1	1
DCSTAMP	0	0	0	0	1	0	0	0	0	1	1	1
DCTD	0	0	0	0	1	0	0	0	0	1	1	1
DCTN2	0	0	0	0	1	0	0	0	0	1	1	1
DCUN1D1	0	0	0	0	0	0	0	1	0	1	1	1
DCUN1D3	0	0	0	0	1	0	0	0	0	1	1	1
DDA1	0	0	0	0	1	0	0	0	0	1	1	1
DDB1	0	0	0	0	1	0	0	0	0	1	1	1
DDC	0	0	0	0	1	0	0	0	0	1	1	1
DDHD1	0	0	0	0	1	0	0	0	0	1	1	1
DDHD2	0	0	0	0	1	0	0	0	0	1	1	1
DDO	1	0	0	0	0	0	0	0	0	1	1	1
DDR1	0	0	0	0	0	1	0	0	0	1	1	1
DDTL	0	0	0	0	1	0	0	0	0	1	1	1
DDX1	0	0	0	0	1	0	0	0	0	1	1	1
DDX10	0	0	0	0	1	0	0	0	0	1	1	1
DDX11	1	0	0	0	0	0	0	0	0	1	1	1
DDX17	0	0	0	0	1	0	0	0	0	1	1	1
DDX19B	1	0	0	0	0	0	0	0	0	1	1	1
DDX21	0	0	0	0	1	0	0	0	0	1	1	1
DDX25	0	0	0	0	1	0	0	0	0	1	1	1
DDX27	0	0	0	0	1	0	0	0	0	1	1	1
DDX28	0	0	0	0	1	0	0	0	0	1	1	1
DDX31	0	0	0	0	1	0	0	0	0	1	1	1
DDX39A	0	0	0	0	1	0	0	0	0	1	1	1
DDX3Y	0	0	0	0	1	0	0	0	0	1	1	1
DDX58	0	0	0	0	1	0	0	0	0	1	1	1
DDX59	0	0	0	0	1	0	0	0	0	1	1	1
DDX60	0	0	0	0	1	0	0	0	0	1	1	1
DEAF1	0	0	0	0	0	1	0	0	0	1	1	1
DEDD	0	0	0	0	1	0	0	0	0	1	1	1
DEFB108B	0	0	0	0	1	0	0	0	0	1	1	1
DEFB112	0	0	0	0	1	0	0	0	0	1	1	1
DEFB116	0	0	0	0	1	0	0	0	0	1	1	1
DEFB123	0	0	0	0	0	1	0	0	0	1	1	1
DEFB129	0	0	0	0	1	0	0	0	0	1	1	1
DEGS1	0	0	0	0	1	0	0	0	0	1	1	1
DENND10	0	0	0	0	1	0	0	0	0	1	1	1
DENND1B	0	0	0	0	1	0	0	0	0	1	1	1
DENND1C	0	0	0	0	1	0	0	0	0	1	1	1
DENND2A	0	0	0	0	1	0	0	0	0	1	1	1
DENND5B	1	0	0	0	0	0	0	0	0	1	1	1
DENND6A	0	0	0	0	0	1	0	0	0	1	1	1
DENND6B	0	0	0	0	1	0	0	0	0	1	1	1
DENR	0	0	0	0	1	0	0	0	0	1	1	1
DEPDC7	0	0	0	0	1	0	0	0	0	1	1	1
DERL1	1	0	0	0	0	0	0	0	0	1	1	1
DERL2	0	0	0	0	1	0	0	0	0	1	1	1
DERL3	0	0	0	0	1	0	0	0	0	1	1	1
DFFB	0	0	0	0	1	0	0	0	0	1	1	1
DGKG	0	0	0	0	1	0	0	0	0	1	1	1
DGKH	0	0	0	0	0	0	0	1	0	1	1	1
DGKK	0	0	0	0	1	0	0	0	0	1	1	1
DGKZ	0	0	0	0	1	0	0	0	0	1	1	1
DGLUCY	0	0	0	0	1	0	0	0	0	1	1	1
DHCR24	0	0	0	0	1	0	0	0	0	1	1	1
DHDH	0	1	0	0	0	0	0	0	0	1	1	1
DHH	0	0	0	0	1	0	0	0	0	1	1	1
DHPS	1	0	0	0	0	0	0	0	0	1	1	1
DHRS13	1	0	0	0	0	0	0	0	0	1	1	1
DHRS7B	0	0	0	0	1	0	0	0	0	1	1	1
DHX30	0	0	0	0	1	0	0	0	0	1	1	1
DHX32	0	0	1	0	0	0	0	0	0	1	1	1
DHX33	1	0	0	0	0	0	0	0	0	1	1	1
DHX34	0	0	0	0	1	0	0	0	0	1	1	1
DHX57	1	0	0	0	0	0	0	0	0	1	1	1
DHX58	0	0	1	0	0	0	0	0	0	1	1	1
DIAPH1	1	0	0	0	0	0	0	0	0	1	1	1
DIAPH2	0	0	0	0	1	0	0	0	0	1	1	1
DICER1	0	0	0	0	1	0	0	0	0	1	1	1
DIDO1	0	0	0	0	1	0	0	0	0	1	1	1
DIP2A	0	0	0	0	1	0	0	0	0	1	1	1
DIPK1C	1	0	0	0	0	0	0	0	0	1	1	1
DIPK2A	0	0	0	0	0	1	0	0	0	1	1	1
DIPK2B	0	0	0	0	1	0	0	0	0	1	1	1
DIRAS3	0	0	0	0	1	0	0	0	0	1	1	1
DIS3L	0	0	0	0	0	0	0	1	0	1	1	1
DIS3L2	0	0	0	0	1	0	0	0	0	1	1	1
DISP2	0	0	0	0	1	0	0	0	0	1	1	1
DKK1	0	0	0	0	1	0	0	0	0	1	1	1
DLEC1	0	0	0	0	1	0	0	0	0	1	1	1
DLG1	0	0	0	0	1	0	0	0	0	1	1	1
DLG4	0	0	0	0	1	0	0	0	0	1	1	1
DLGAP4	0	0	0	0	1	0	0	0	0	1	1	1
DLST	0	1	0	0	0	0	0	0	0	1	1	1
DLX3	0	0	0	0	1	0	0	0	0	1	1	1
DLX6	0	0	0	0	1	0	0	0	0	1	1	1
DMAC2L	0	0	0	0	1	0	0	0	0	1	1	1
DMAP1	0	0	0	0	1	0	0	0	0	1	1	1
DMRT2	0	0	0	0	1	0	0	0	0	1	1	1
DMRT3	0	0	0	0	0	1	0	0	0	1	1	1
DMRTA1	0	0	0	0	1	0	0	0	0	1	1	1
DMTF1	0	0	0	0	1	0	0	0	0	1	1	1
DNAAF1	0	0	0	0	0	0	1	0	0	1	1	1
DNAAF2	0	0	0	0	1	0	0	0	0	1	1	1
DNAAF4	0	0	0	0	1	0	0	0	0	1	1	1
DNAAF5	0	0	0	0	1	0	0	0	0	1	1	1
DNAH6	0	0	0	0	1	0	0	0	0	1	1	1
DNAI3	0	0	0	0	1	0	0	0	0	1	1	1
DNAJA3	1	0	0	0	0	0	0	0	0	1	1	1
DNAJB11	0	0	0	0	1	0	0	0	0	1	1	1
DNAJB2	0	0	0	0	1	0	0	0	0	1	1	1
DNAJB5	0	0	0	0	1	0	0	0	0	1	1	1
DNAJB6	0	1	0	0	0	0	0	0	0	1	1	1
DNAJC1	1	0	0	0	0	0	0	0	0	1	1	1
DNAJC11	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC14	1	0	0	0	0	0	0	0	0	1	1	1
DNAJC17	0	0	1	0	0	0	0	0	0	1	1	1
DNAJC18	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC2	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC21	1	0	0	0	0	0	0	0	0	1	1	1
DNAJC25	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC7	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC9	0	0	0	0	1	0	0	0	0	1	1	1
DNASE1L1	0	0	0	0	1	0	0	0	0	1	1	1
DNASE2	0	0	0	0	1	0	0	0	0	1	1	1
DNASE2B	0	0	0	0	1	0	0	0	0	1	1	1
DNER	0	0	0	0	0	1	0	0	0	1	1	1
DNHD1	0	0	0	0	1	0	0	0	0	1	1	1
DNMT3B	0	0	0	0	1	0	0	0	0	1	1	1
DNTT	0	0	0	0	0	1	0	0	0	1	1	1
DOCK1	0	0	0	0	1	0	0	0	0	1	1	1
DOCK5	0	0	0	0	1	0	0	0	0	1	1	1
DOCK6	0	0	0	0	1	0	0	0	0	1	1	1
DOCK9	0	0	0	0	1	0	0	0	0	1	1	1
DOLPP1	0	0	0	0	1	0	0	0	0	1	1	1
DONSON	0	0	0	0	1	0	0	0	0	1	1	1
DOP1B	1	0	0	0	0	0	0	0	0	1	1	1
DPCD	0	0	0	0	1	0	0	0	0	1	1	1
DPEP1	0	0	0	0	1	0	0	0	0	1	1	1
DPF3	0	0	0	0	1	0	0	0	0	1	1	1
DPH2	0	0	0	0	1	0	0	0	0	1	1	1
DPH7	1	0	0	0	0	0	0	0	0	1	1	1
DPP3	0	0	0	0	1	0	0	0	0	1	1	1
DPP4	0	0	0	0	1	0	0	0	0	1	1	1
DPP6	0	0	0	0	1	0	0	0	0	1	1	1
DPPA2	1	0	0	0	0	0	0	0	0	1	1	1
DPPA3	0	0	0	0	1	0	0	0	0	1	1	1
DPT	0	0	0	0	0	1	0	0	0	1	1	1
DPY19L3	0	0	0	0	1	0	0	0	0	1	1	1
DPY19L4	0	0	0	0	1	0	0	0	0	1	1	1
DPYD	0	0	0	0	1	0	0	0	0	1	1	1
DRC1	0	0	0	0	1	0	0	0	0	1	1	1
DRD1	0	0	0	0	1	0	0	0	0	1	1	1
DRD3	0	0	0	0	1	0	0	0	0	1	1	1
DRD5	0	0	0	0	1	0	0	0	0	1	1	1
DRG2	1	0	0	0	0	0	0	0	0	1	1	1
DRP2	0	0	0	0	1	0	0	0	0	1	1	1
DSE	0	0	0	0	1	0	0	0	0	1	1	1
DSEL	0	0	0	0	0	1	0	0	0	1	1	1
DSG1	0	0	0	0	0	1	0	0	0	1	1	1
DSG3	0	0	0	0	0	0	0	1	0	1	1	1
DSG4	0	0	0	0	0	1	0	0	0	1	1	1
DSN1	0	0	0	0	1	0	0	0	0	1	1	1
DSTYK	1	0	0	0	0	0	0	0	0	1	1	1
DTD2	0	0	0	0	1	0	0	0	0	1	1	1
DTL	0	0	0	0	1	0	0	0	0	1	1	1
DTX4	0	0	0	0	1	0	0	0	0	1	1	1
DUOX2	1	0	0	0	0	0	0	0	0	1	1	1
DUOXA2	1	0	0	0	0	0	0	0	0	1	1	1
DUS2	0	0	0	0	1	0	0	0	0	1	1	1
DUS3L	0	0	0	0	1	0	0	0	0	1	1	1
DUSP1	1	0	0	0	0	0	0	0	0	1	1	1
DUSP10	0	0	0	0	1	0	0	0	0	1	1	1
DUSP12	1	0	0	0	0	0	0	0	0	1	1	1
DUSP2	0	0	0	0	1	0	0	0	0	1	1	1
DUSP21	0	0	0	0	1	0	0	0	0	1	1	1
DUSP7	0	0	0	0	1	0	0	0	0	1	1	1
DXO	0	0	0	0	1	0	0	0	0	1	1	1
DYM	0	0	0	0	1	0	0	0	0	1	1	1
DYRK1B	1	0	0	0	0	0	0	0	0	1	1	1
DYRK3	0	0	0	0	1	0	0	0	0	1	1	1
DZANK1	0	0	0	0	1	0	0	0	0	1	1	1
DZIP3	0	0	0	0	0	1	0	0	0	1	1	1
E2F7	0	0	0	0	1	0	0	0	0	1	1	1
EBF1	0	0	0	0	1	0	0	0	0	1	1	1
EBF2	0	0	0	0	1	0	0	0	0	1	1	1
EBF3	0	0	0	0	1	0	0	0	0	1	1	1
ECE2	0	0	0	0	1	0	0	0	0	1	1	1
ECEL1	0	0	0	0	1	0	0	0	0	1	1	1
ECH1	0	0	0	0	1	0	0	0	0	1	1	1
ECHDC1	1	0	0	0	0	0	0	0	0	1	1	1
ECHDC3	1	0	0	0	0	0	0	0	0	1	1	1
ECHS1	0	0	0	0	1	0	0	0	0	1	1	1
ECM1	0	0	0	0	1	0	0	0	0	1	1	1
ECM2	0	0	0	0	1	0	0	0	0	1	1	1
ECT2L	0	0	0	0	1	0	0	0	0	1	1	1
EDA	0	0	0	0	1	0	0	0	0	1	1	1
EDC3	0	0	0	0	1	0	0	0	0	1	1	1
EDRF1	0	0	0	0	1	0	0	0	0	1	1	1
EEF1A2	0	0	0	0	1	0	0	0	0	1	1	1
EEF1E1	0	0	0	0	1	0	0	0	0	1	1	1
EEF1G	0	0	0	0	1	0	0	0	0	1	1	1
EEFSEC	0	0	0	0	1	0	0	0	0	1	1	1
EEPD1	0	0	0	0	1	0	0	0	0	1	1	1
EFCAB13	0	0	0	0	1	0	0	0	0	1	1	1
EFCAB2	0	0	0	0	1	0	0	0	0	1	1	1
EFCAB3	1	0	0	0	0	0	0	0	0	1	1	1
EFCAB7	0	0	0	0	1	0	0	0	0	1	1	1
EFEMP2	0	0	0	0	1	0	0	0	0	1	1	1
EFHC2	0	0	0	0	1	0	0	0	0	1	1	1
EFNB1	0	0	0	0	0	1	0	0	0	1	1	1
EFTUD2	0	0	0	0	1	0	0	0	0	1	1	1
EGF	0	0	0	0	1	0	0	0	0	1	1	1
EGFL7	0	0	0	0	1	0	0	0	0	1	1	1
EGLN1	0	0	0	0	0	0	0	1	0	1	1	1
EGR1	0	0	0	0	1	0	0	0	0	1	1	1
EGR2	1	0	0	0	0	0	0	0	0	1	1	1
EID3	0	1	0	0	0	0	0	0	0	1	1	1
EIF2A	0	0	0	0	0	0	0	0	1	1	1	1
EIF2B5	0	0	0	0	1	0	0	0	0	1	1	1
EIF2S2	0	0	0	0	0	0	0	0	1	1	1	1
EIF2S3	0	0	0	0	1	0	0	0	0	1	1	1
EIF3A	0	0	0	0	1	0	0	0	0	1	1	1
EIF3E	0	0	0	0	1	0	0	0	0	1	1	1
EIF3M	0	0	0	0	1	0	0	0	0	1	1	1
EIF4A3	0	0	0	0	1	0	0	0	0	1	1	1
EIF4E	0	0	0	0	1	0	0	0	0	1	1	1
EIF4E2	0	0	0	0	1	0	0	0	0	1	1	1
EIF4ENIF1	1	0	0	0	0	0	0	0	0	1	1	1
EIF5A	0	0	0	0	0	0	0	1	0	1	1	1
EIF5AL1	0	0	0	0	1	0	0	0	0	1	1	1
EIF5B	0	0	0	0	1	0	0	0	0	1	1	1
EIF6	0	0	0	0	1	0	0	0	0	1	1	1
ELAC1	0	0	0	0	1	0	0	0	0	1	1	1
ELAC2	0	0	0	0	1	0	0	0	0	1	1	1
ELAVL4	0	0	0	0	1	0	0	0	0	1	1	1
ELF3	1	0	0	0	0	0	0	0	0	1	1	1
ELF4	0	0	0	0	1	0	0	0	0	1	1	1
ELK3	0	0	0	0	1	0	0	0	0	1	1	1
ELL2	0	0	0	0	1	0	0	0	0	1	1	1
ELMO3	0	0	0	0	1	0	0	0	0	1	1	1
ELMOD3	0	0	0	0	1	0	0	0	0	1	1	1
ELOA	0	0	0	0	1	0	0	0	0	1	1	1
ELOB	0	0	0	0	1	0	0	0	0	1	1	1
ELOVL2	0	0	0	0	1	0	0	0	0	1	1	1
ELOVL5	0	0	0	0	1	0	0	0	0	1	1	1
ELP3	0	0	0	0	1	0	0	0	0	1	1	1
ELP4	0	0	0	0	1	0	0	0	0	1	1	1
EMB	0	0	0	0	1	0	0	0	0	1	1	1
EMC1	0	0	0	0	1	0	0	0	0	1	1	1
EMC9	0	0	0	0	1	0	0	0	0	1	1	1
EME1	0	1	0	0	0	0	0	0	0	1	1	1
EME2	0	0	0	0	0	1	0	0	0	1	1	1
EMILIN2	0	0	0	0	1	0	0	0	0	1	1	1
EML1	0	0	0	0	0	1	0	0	0	1	1	1
EML2	0	0	0	0	1	0	0	0	0	1	1	1
EML4	0	0	0	0	0	1	0	0	0	1	1	1
EMP1	0	0	0	0	1	0	0	0	0	1	1	1
EMP2	0	0	0	0	1	0	0	0	0	1	1	1
EMX1	0	0	0	0	1	0	0	0	0	1	1	1
EN2	0	0	0	0	1	0	0	0	0	1	1	1
ENAM	1	0	0	0	0	0	0	0	0	1	1	1
ENDOG	0	0	0	0	1	0	0	0	0	1	1	1
ENKD1	0	0	0	0	1	0	0	0	0	1	1	1
ENOSF1	0	0	0	0	1	0	0	0	0	1	1	1
ENOX1	0	0	0	0	1	0	0	0	0	1	1	1
ENPP1	0	0	0	0	1	0	0	0	0	1	1	1
ENPP3	0	0	0	0	1	0	0	0	0	1	1	1
ENTPD2	0	0	0	0	1	0	0	0	0	1	1	1
ENY2	0	0	0	0	1	0	0	0	0	1	1	1
EOGT	0	0	0	0	1	0	0	0	0	1	1	1
EPAS1	0	0	0	0	1	0	0	0	0	1	1	1
EPB41	1	0	0	0	0	0	0	0	0	1	1	1
EPB41L1	0	0	0	0	1	0	0	0	0	1	1	1
EPB42	0	0	0	0	1	0	0	0	0	1	1	1
EPC1	1	0	0	0	0	0	0	0	0	1	1	1
EPC2	0	0	0	0	1	0	0	0	0	1	1	1
EPG5	0	0	0	0	1	0	0	0	0	1	1	1
EPHA1	1	0	0	0	0	0	0	0	0	1	1	1
EPHA10	0	0	0	0	1	0	0	0	0	1	1	1
EPHA3	1	0	0	0	0	0	0	0	0	1	1	1
EPHA4	0	0	0	0	1	0	0	0	0	1	1	1
EPHA7	0	0	0	0	1	0	0	0	0	1	1	1
EPHB1	0	0	0	0	1	0	0	0	0	1	1	1
EPHB3	0	0	1	0	0	0	0	0	0	1	1	1
EPHX2	0	0	0	0	1	0	0	0	0	1	1	1
EPM2A	0	0	0	0	1	0	0	0	0	1	1	1
EPN1	0	0	0	0	1	0	0	0	0	1	1	1
EPS15	1	0	0	0	0	0	0	0	0	1	1	1
EPX	0	0	0	0	1	0	0	0	0	1	1	1
EPYC	0	0	0	0	1	0	0	0	0	1	1	1
EQTN	0	0	0	0	1	0	0	0	0	1	1	1
ERAP1	1	0	0	0	0	0	0	0	0	1	1	1
ERAP2	0	0	0	0	1	0	0	0	0	1	1	1
ERBB3	0	0	0	0	0	1	0	0	0	1	1	1
ERCC1	0	0	0	0	1	0	0	0	0	1	1	1
ERCC3	0	0	0	0	0	1	0	0	0	1	1	1
ERCC6L2	0	0	0	0	1	0	0	0	0	1	1	1
ERG	0	0	0	0	0	1	0	0	0	1	1	1
ERG28	0	0	0	0	1	0	0	0	0	1	1	1
ERGIC2	0	0	0	0	1	0	0	0	0	1	1	1
ERMAP	1	0	0	0	0	0	0	0	0	1	1	1
ERMARD	0	0	0	0	0	1	0	0	0	1	1	1
ERMN	0	0	0	0	1	0	0	0	0	1	1	1
ERMP1	0	0	0	0	1	0	0	0	0	1	1	1
ERN1	1	0	0	0	0	0	0	0	0	1	1	1
ERO1A	0	0	0	0	1	0	0	0	0	1	1	1
ERP44	1	0	0	0	0	0	0	0	0	1	1	1
ERVFRD-1	0	0	0	0	1	0	0	0	0	1	1	1
ERVW-1	0	0	0	0	1	0	0	0	0	1	1	1
ESAM	0	0	0	0	1	0	0	0	0	1	1	1
ESCO2	1	0	0	0	0	0	0	0	0	1	1	1
ESF1	0	0	0	0	1	0	0	0	0	1	1	1
ESM1	0	0	0	0	1	0	0	0	0	1	1	1
ESRP1	0	0	0	0	1	0	0	0	0	1	1	1
ESYT2	1	0	0	0	0	0	0	0	0	1	1	1
ETF1	0	0	0	0	0	1	0	0	0	1	1	1
ETFB	0	0	0	0	1	0	0	0	0	1	1	1
ETV4	0	0	0	0	0	0	0	1	0	1	1	1
EVA1C	0	0	0	0	1	0	0	0	0	1	1	1
EVC	1	0	0	0	0	0	0	0	0	1	1	1
EVI2B	0	0	0	0	1	0	0	0	0	1	1	1
EVX1	0	0	0	0	1	0	0	0	0	1	1	1
EVX2	0	0	0	0	1	0	0	0	0	1	1	1
EXD3	0	0	0	0	0	1	0	0	0	1	1	1
EXO5	1	0	0	0	0	0	0	0	0	1	1	1
EXOC1	0	0	0	0	0	0	0	1	0	1	1	1
EXOC2	0	0	0	0	1	0	0	0	0	1	1	1
EXOC3L1	0	0	0	0	1	0	0	0	0	1	1	1
EXOC6	0	0	0	0	1	0	0	0	0	1	1	1
EXOC7	0	0	0	0	1	0	0	0	0	1	1	1
EXOSC1	0	0	0	0	1	0	0	0	0	1	1	1
EXOSC5	0	0	0	0	1	0	0	0	0	1	1	1
EXOSC9	1	0	0	0	0	0	0	0	0	1	1	1
EXTL1	0	0	0	0	1	0	0	0	0	1	1	1
EYA4	0	0	0	0	1	0	0	0	0	1	1	1
EZH1	0	0	0	0	1	0	0	0	0	1	1	1
EZH2	0	0	0	0	1	0	0	0	0	1	1	1
